laptop_ID,Inches,Ram_In_GB,Weight,Price_euros,Company_Acer,Company_Apple,Company_Asus,Company_Dell,Company_HP,Company_Lenovo,Company_MSI,Company_Others,Company_Samsung,Company_Toshiba,TypeName_2 in 1 Convertible,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,ScreenResolutionWidth,ScreenResolutionHeight,Touchscreen,IPS_Panel,4K_Display,Retina_Display,Cpu_ClockSpeed,CpuBrand_AMD,CpuBrand_Intel,CpuBrand_Samsung,CpuSeries_A6-Series,CpuSeries_A9-Series,CpuSeries_Dual,CpuSeries_M,CpuSeries_Others,CpuSeries_Quad,CpuSeries_i3,CpuSeries_i5,CpuSeries_i7,Total_Memory_MB,MemoryType,GpuBrand_AMD,GpuBrand_ARM,GpuBrand_Intel,GpuBrand_Nvidia,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac,OpSys_No OS,OpSys_Other,OpSys_Windows
17,15.6,8,2.2,745.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
18,15.4,16,1.83,2858.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2880,1800,0,1,0,1,2.9,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,True,False,False,False,False,False,True,False,False,False
19,15.6,8,2.2,499.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,False,True,False,False,False,True,False,False
20,13.3,8,1.22,979.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
21,11.6,2,0.98,191.9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1366,768,0,0,0,0,1.44,False,True,False,False,False,False,False,True,False,False,False,False,32768.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
22,15.6,8,2.5,999.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
23,15.6,4,1.86,258.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.5,True,False,False,False,False,False,False,True,False,False,False,False,512000.0,HDD,True,False,False,False,False,False,False,True,False,False
24,13.3,8,1.62,819.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
25,15.6,8,1.91,659.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
26,15.6,4,2.3,418.64,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
27,13.3,8,1.35,1099.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1440,900,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,131072.0,Flash_Storage,False,False,True,False,False,False,True,False,False,False
28,15.6,8,2.2,800.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
29,15.6,8,1.88,1298.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.9,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
30,17.3,8,2.5,896.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
31,15.6,4,1.89,244.99,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.44,False,True,False,False,False,False,False,True,False,False,False,False,65536.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
32,14.0,2,1.65,199.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.5,True,False,False,False,False,False,False,True,False,False,False,False,32768.0,Flash_Storage,True,False,False,False,False,False,False,False,False,True
33,17.3,4,2.71,439.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,True,False,False,True,False,False,False,False,False,False,False,False,512000.0,HDD,True,False,False,False,False,False,False,False,False,True
34,13.3,16,1.2,1869.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3200,1800,1,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
35,13.3,8,1.35,998.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1440,900,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,Flash_Storage,False,False,True,False,False,False,True,False,False,False
36,14.0,4,1.44,249.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,65536.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
37,15.6,4,2.1,367.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,True,False,False,False,False
38,17.3,8,2.8,979.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,True,False,False,False,False,False,False,False,False,True
39,15.6,4,1.86,488.69,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
40,15.6,8,2.1,879.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
41,15.6,4,2.0,389.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,True,False,False,False,False
42,15.6,16,2.65,1499.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
43,15.6,8,2.3,522.99,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,False,True,False,True,False,False,False,False
44,15.6,4,2.2,682.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
45,17.3,12,2.77,999.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
46,13.3,8,1.37,1419.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2560,1600,0,1,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,True,False,False,False
47,15.6,4,2.2,369.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,True,False,False
48,17.3,8,3.2,1299.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,,True,False,False,False,False,False,False,True,False,False,False,False,1310720.0,SSD,True,False,False,False,False,False,False,False,False,True
49,15.6,4,2.3,639.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
50,17.3,4,2.8,466.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,False,False,False,True,False,False,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
51,10.1,4,0.69,319.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1920,1200,1,1,0,0,1.44,False,True,False,False,False,False,False,True,False,False,False,False,65536.0,Flash_Storage,False,False,True,False,False,False,False,False,True,False
52,15.6,8,2.2,841.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
53,15.6,4,1.86,398.49,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,True,False,False,True,False,False,False,False,False,False,False,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
54,13.3,8,1.49,1103.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
55,15.6,4,2.4,384.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
56,15.6,8,2.13,767.8,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
57,15.6,4,1.91,439.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
58,15.6,4,2.0,586.19,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
59,17.3,16,2.43,2449.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,2359296.0,SSD,False,False,False,True,False,False,False,False,False,True
60,15.6,4,2.0,415.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,262144.0,SSD,False,False,True,False,False,True,False,False,False,False
61,17.3,16,2.8,1299.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,2359296.0,SSD,True,False,False,False,False,False,False,False,False,True
62,14.0,8,1.7,879.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
63,14.0,8,1.7,599.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,True,False,False,262144.0,SSD,False,False,True,False,False,False,False,True,False,False
64,14.0,8,1.4,941.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
66,15.6,8,1.86,690.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
67,15.6,16,1.8,1983.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
68,15.6,4,1.86,438.69,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,512000.0,HDD,True,False,False,False,False,False,False,False,False,True
69,14.0,4,1.44,229.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,SSD,False,False,True,False,False,False,False,False,False,True
70,15.6,4,1.9,549.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
71,17.3,12,3.0,949.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,False,False,False,True,False,True,False,False,False,False
72,13.5,4,1.252,1089.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2256,1504,1,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
73,13.3,8,1.4,955.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
74,15.6,8,2.2,870.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
75,17.3,8,2.7,1095.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
76,14.0,8,2.1,389.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
77,15.6,8,2.2,949.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
78,15.6,8,2.2,519.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,2097152.0,HDD,False,False,True,False,False,False,False,True,False,False
79,15.6,8,2.02,855.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,True,False,False,False,False,False,False,True
80,15.6,4,2.2,530.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
81,17.3,8,2.5,977.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
82,15.6,8,1.88,1096.16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
83,12.0,8,0.92,1510.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2304,1440,0,1,0,1,1.3,False,True,False,False,False,False,False,False,False,False,True,False,524288.0,SSD,False,False,True,False,False,False,True,False,False,False
84,14.0,8,1.63,860.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
85,15.6,4,2.2,399.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,True,False,False,True,False,False,False,False,False,False,False,False,131072.0,SSD,True,False,False,False,False,False,False,False,False,True
86,15.6,4,2.1,395.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,True,False,False,False,True,False,False,False,False,False,False,False,1048576.0,HDD,True,False,False,False,False,False,False,False,False,True
87,15.6,16,2.65,1349.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
88,15.6,8,1.83,699.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
89,15.6,8,1.96,598.99,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
90,15.6,16,2.2,1449.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
91,13.3,8,1.21,1649.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
92,15.6,8,2.45,699.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,,True,False,False,False,False,False,False,True,False,False,False,False,1048576.0,HDD,True,False,False,False,False,False,False,False,False,True
93,15.6,8,2.2,689.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
94,13.3,16,1.49,1197.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
95,15.6,8,2.65,1195.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
96,14.0,8,1.25,1049.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
97,13.3,8,1.5,847.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
98,15.6,8,2.2,599.9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,True,False,False,False,False,True,False,False,False,False
99,15.6,4,2.2,485.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,262144.0,SSD,True,False,False,False,False,True,False,False,False,False
100,15.6,6,2.0,577.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
102,15.6,12,2.62,1249.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
103,15.6,8,1.91,719.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
104,15.6,4,2.1,349.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.5,True,False,False,False,False,False,False,True,False,False,False,False,512000.0,HDD,True,False,False,False,False,False,False,False,False,True
105,15.6,8,2.2,647.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,True,False,False,False,False,True,False,False,False,False
106,13.3,8,1.38,1119.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
107,13.5,8,1.252,1340.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2256,1504,1,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
108,14.0,6,1.58,659.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
109,15.6,4,1.85,414.9,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
110,14.0,8,1.3,1193.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
111,15.6,16,2.2,1299.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
